n;id;age;gender;foreigner;country_orig;orig_in_zone;mpio_orig;resid_in_zone;mpio_resid;resid_in_dept;years_resid;activity;sector;econ_sector;educ;env_home;dwel_type;wages_smmv;opp_city_nat;for_wet_pub;junt_loc_ef;partic_com
3095;3498;29;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3096;2848;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3097;4097;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3098;2714;50;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;La Calera;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3099;4437;28;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3100;2875;24;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3101;2823;23;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3102;2742;27;female;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3103;3565;48;male;FALSE;Colombia;FALSE;Medellín;TRUE;Bogotá D.C.;TRUE;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3104;2854;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3105;3568;26;male;FALSE;Colombia;FALSE;Neira;TRUE;Bogotá D.C.;TRUE;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3106;4155;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3107;3540;20;male;FALSE;Colombia;FALSE;Montería;TRUE;Bogotá D.C.;TRUE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3108;3155;52;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3109;2434;14;female;FALSE;Colombia;FALSE;Mosquera;FALSE;Mosquera;TRUE;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3110;2442;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3111;3650;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3112;2917;58;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3113;2884;38;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Villavicencio;FALSE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3114;2461;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3115;3685;19;male;FALSE;Colombia;FALSE;Chinácota;FALSE;Pamplona;FALSE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3116;2925;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3117;3053;56;female;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Armenia;FALSE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3118;3769;18;male;FALSE;Colombia;FALSE;Duitama;TRUE;Bogotá D.C.;TRUE;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3119;3224;50;male;FALSE;Colombia;FALSE;Tunja;TRUE;Bogotá D.C.;TRUE;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3120;3214;54;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3121;2990;57;female;FALSE;Colombia;FALSE;Palmira;FALSE;Palmira;FALSE;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3122;3841;33;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3123;3935;22;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3124;856;21;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3125;2499;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3126;3384;31;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3127;3968;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3128;3564;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3129;2993;55;female;FALSE;Colombia;FALSE;Manizales;FALSE;Chaguaní;TRUE;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3130;4449;63;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3131;2476;39;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3132;4495;45;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3133;2388;27;female;FALSE;Colombia;FALSE;Villavicencio;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3134;4240;25;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3135;1679;44;female;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Medellín;FALSE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3136;1662;19;male;FALSE;Colombia;FALSE;Armenia;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3137;1609;21;female;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3138;1428;49;male;FALSE;Colombia;FALSE;Armenia;FALSE;Mosquera;TRUE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3139;1655;19;female;FALSE;Colombia;FALSE;Ibagué;FALSE;Ibagué;FALSE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3140;3880;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Mosquera;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3141;3842;31;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3142;1587;45;female;FALSE;Colombia;TRUE;Bogotá D.C.;NA;NA;NA;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3143;1439;46;female;FALSE;Colombia;FALSE;Granada;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3144;2367;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3145;1417;18;male;FALSE;Colombia;FALSE;Envigado;TRUE;Chía;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3146;2523;27;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3147;1430;52;female;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3148;1559;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3149;3845;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3150;1414;54;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3151;1582;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3152;3899;63;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;La Calera;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3153;1560;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3154;3906;46;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3155;1449;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3156;2524;38;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3157;1539;26;female;FALSE;Colombia;FALSE;Ibagué;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3158;3904;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3159;1393;30;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3160;4105;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3161;1519;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3162;1477;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3163;1482;19;male;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3164;1503;26;female;FALSE;Colombia;FALSE;Fusagasugá;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3165;1509;46;female;FALSE;Colombia;FALSE;Dolores;TRUE;Bogotá D.C.;TRUE;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3166;1508;27;male;FALSE;Colombia;FALSE;Yopal;TRUE;Bogotá D.C.;TRUE;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3167;1511;51;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3168;1476;21;male;FALSE;Colombia;FALSE;Bucaramanga;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3169;1370;41;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3170;1513;62;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3171;1523;43;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3172;1526;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3173;4127;18;female;FALSE;Colombia;FALSE;San Agustín;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3174;4134;55;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3175;4171;39;female;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Pereira;FALSE;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3176;1546;26;female;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3177;1510;36;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3178;1551;19;female;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3179;1564;46;female;FALSE;Colombia;FALSE;Cartagena de Indias;TRUE;Bogotá D.C.;TRUE;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3180;1352;33;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3181;1544;49;female;FALSE;Colombia;FALSE;Neiva;TRUE;Bogotá D.C.;TRUE;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3182;1595;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3183;1346;54;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3184;1599;20;male;FALSE;Colombia;FALSE;Alpujarra;TRUE;Bogotá D.C.;TRUE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3185;1594;27;female;FALSE;Colombia;FALSE;Neiva;TRUE;Bogotá D.C.;TRUE;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3186;1613;60;male;FALSE;Colombia;FALSE;Miraflores;TRUE;Funza;TRUE;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3187;1635;37;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3188;1645;38;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3189;1640;58;female;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3190;1643;37;female;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3191;1660;60;female;FALSE;Colombia;FALSE;Barranquilla;TRUE;Bogotá D.C.;TRUE;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3192;1319;51;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3193;1642;35;female;FALSE;Colombia;FALSE;Villarrica;TRUE;Bogotá D.C.;TRUE;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3194;1656;30;female;FALSE;Colombia;FALSE;Bojacá;FALSE;Bojacá;TRUE;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3195;1307;45;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3196;1697;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3197;1515;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3198;1714;43;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3199;1723;48;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3200;1517;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3201;1305;22;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3202;1306;23;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3203;274;41;female;FALSE;Colombia;FALSE;Sogamoso;TRUE;Bogotá D.C.;TRUE;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3204;1786;43;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3205;1264;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Madrid;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3206;1636;42;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3207;4194;33;male;FALSE;Colombia;FALSE;Panqueba;TRUE;Bogotá D.C.;TRUE;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3208;4327;28;male;FALSE;Colombia;TRUE;Zipaquirá;TRUE;Bogotá D.C.;TRUE;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3209;1267;21;male;FALSE;Colombia;FALSE;La Celia;TRUE;Bogotá D.C.;TRUE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3210;4420;28;female;FALSE;Colombia;FALSE;Junín;TRUE;Bogotá D.C.;TRUE;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3211;4461;17;female;TRUE;United States of America;NA;NA;TRUE;Bogotá D.C.;TRUE;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3212;1236;43;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3213;1783;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3214;1773;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3215;1250;51;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3216;1875;20;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3217;1233;27;female;FALSE;Colombia;FALSE;Duitama;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3218;1248;22;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3219;1231;40;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Cúcuta;FALSE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3220;1223;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3221;1670;27;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3222;1801;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3223;1224;25;female;FALSE;Colombia;TRUE;Bogotá D.C.;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3224;1209;19;male;FALSE;Colombia;TRUE;Madrid;TRUE;Madrid;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3225;4528;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Medellín;FALSE;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3226;1188;18;male;FALSE;Colombia;FALSE;Baranoa;TRUE;Bogotá D.C.;TRUE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3227;1797;21;other;FALSE;Colombia;FALSE;Garagoa;TRUE;Bogotá D.C.;TRUE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3228;1834;18;female;FALSE;Colombia;FALSE;Villavicencio;FALSE;Villavicencio;FALSE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3229;1152;31;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3230;1830;23;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3231;1140;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3232;1134;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3233;1122;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3234;1119;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3235;1771;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3236;1827;19;male;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3237;1877;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3238;1888;19;female;FALSE;Colombia;FALSE;Sogamoso;TRUE;Chía;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3239;1916;16;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Chía;TRUE;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3240;1029;21;male;FALSE;Colombia;NA;NA;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3241;1825;18;female;FALSE;Colombia;FALSE;Pitalito;TRUE;Bogotá D.C.;TRUE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3242;2563;24;female;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3243;529;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3244;932;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3245;925;24;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3246;1928;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3247;915;42;male;FALSE;Colombia;FALSE;Cali;FALSE;Mosquera;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3248;901;53;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3249;904;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3250;902;47;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3251;1939;22;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Chía;TRUE;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3252;858;21;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
